name,stars,num_reviews,price,cuisine
Cup & Saucer,4.5 of 5 bubbles,112 reviews,$,American
Docks Oyster Bar,4 of 5 bubbles,477 reviews,$$ - $$$,American
Jack's Restaurant & Bar,4 of 5 bubbles,329 reviews,$$ - $$$,American
Pepe Giallo,4.5 of 5 bubbles,168 reviews,$$ - $$$,Italian
Casellula,4.5 of 5 bubbles,232 reviews,$$ - $$$,
Dafni Greek Taverna,4 of 5 bubbles,491 reviews,$$ - $$$,Mediterranean
Moonstruck Diner,4 of 5 bubbles,508 reviews,$$ - $$$,American
Pisticci Restaurant,4.5 of 5 bubbles,200 reviews,$$ - $$$,Italian
Prune,4 of 5 bubbles,357 reviews,$$ - $$$,American
The Leopard at des Artistes,4.5 of 5 bubbles,217 reviews,$$$$,Italian
Rossini's Restaurant,4 of 5 bubbles,328 reviews,$$$$,Italian
Uncle Jack’s Steakhouse Westside,4 of 5 bubbles,550 reviews,$$$$,Seafood
Trattoria Spaghetto,4 of 5 bubbles,247 reviews,$$ - $$$,Italian
R Lounge at Two Times Square,4.5 of 5 bubbles,409 reviews,$$ - $$$,American
Please Don't Tell,4 of 5 bubbles,365 reviews,$$ - $$$,American
Yum Yum Too,4 of 5 bubbles,314 reviews,$$ - $$$,Asian
Giorgio's of Gramercy,4.5 of 5 bubbles,208 reviews,$$ - $$$,Italian
Crispo,4.5 of 5 bubbles,367 reviews,$$ - $$$,Italian
Vanessa's Dumpling House,4 of 5 bubbles,369 reviews,$,Chinese
Friend of a Farmer,4 of 5 bubbles,407 reviews,$$ - $$$,American
"One if by Land, Two if by Sea",4 of 5 bubbles,678 reviews,$$$$,American
Barbetta,4 of 5 bubbles,420 reviews,$$$$,Italian
STK,4 of 5 bubbles,711 reviews,$$$$,American
Birdland,4.5 of 5 bubbles,275 reviews,$$ - $$$,American
The Russian Tea Room,3.5 of 5 bubbles,"1,268 reviews",$$$$,Russian
ViceVersa,4 of 5 bubbles,356 reviews,$$ - $$$,Italian
Grazie,4 of 5 bubbles,237 reviews,$$ - $$$,Italian
Astro Restaurant,4 of 5 bubbles,524 reviews,$,American
Luzzo's,4.5 of 5 bubbles,304 reviews,$$ - $$$,Italian
Michael Jordan's The Steak House N.Y.C.,4 of 5 bubbles,854 reviews,$$$$,American
Cup & Saucer,4.5 of 5 bubbles,112 reviews,$,American
Docks Oyster Bar,4 of 5 bubbles,477 reviews,$$ - $$$,American
Jack's Restaurant & Bar,4 of 5 bubbles,329 reviews,$$ - $$$,American
Pepe Giallo,4.5 of 5 bubbles,168 reviews,$$ - $$$,Italian
Casellula,4.5 of 5 bubbles,232 reviews,$$ - $$$,
Dafni Greek Taverna,4 of 5 bubbles,491 reviews,$$ - $$$,Mediterranean
Moonstruck Diner,4 of 5 bubbles,508 reviews,$$ - $$$,American
Pisticci Restaurant,4.5 of 5 bubbles,200 reviews,$$ - $$$,Italian
Prune,4 of 5 bubbles,357 reviews,$$ - $$$,American
The Leopard at des Artistes,4.5 of 5 bubbles,217 reviews,$$$$,Italian
Rossini's Restaurant,4 of 5 bubbles,328 reviews,$$$$,Italian
Uncle Jack’s Steakhouse Westside,4 of 5 bubbles,550 reviews,$$$$,Seafood
Trattoria Spaghetto,4 of 5 bubbles,247 reviews,$$ - $$$,Italian
R Lounge at Two Times Square,4.5 of 5 bubbles,409 reviews,$$ - $$$,American
Please Don't Tell,4 of 5 bubbles,365 reviews,$$ - $$$,American
Yum Yum Too,4 of 5 bubbles,314 reviews,$$ - $$$,Asian
Giorgio's of Gramercy,4.5 of 5 bubbles,208 reviews,$$ - $$$,Italian
Crispo,4.5 of 5 bubbles,367 reviews,$$ - $$$,Italian
Vanessa's Dumpling House,4 of 5 bubbles,369 reviews,$,Chinese
Friend of a Farmer,4 of 5 bubbles,407 reviews,$$ - $$$,American
"One if by Land, Two if by Sea",4 of 5 bubbles,678 reviews,$$$$,American
Barbetta,4 of 5 bubbles,420 reviews,$$$$,Italian
STK,4 of 5 bubbles,711 reviews,$$$$,American
Birdland,4.5 of 5 bubbles,275 reviews,$$ - $$$,American
The Russian Tea Room,3.5 of 5 bubbles,"1,268 reviews",$$$$,Russian
Little Italy Gourmet Pizza,4.5 of 5 bubbles,267 reviews,$,Italian
Joe's Shanghai,4 of 5 bubbles,471 reviews,$$ - $$$,Chinese
Isadoras Cafe,4 of 5 bubbles,183 reviews,$,American
Jing Fong Restaurant,4 of 5 bubbles,477 reviews,$$ - $$$,Chinese
The View Restaurant & Lounge,4 of 5 bubbles,"4,596 reviews",$$$$,American
Serafina at The Time Hotel,4 of 5 bubbles,406 reviews,$$ - $$$,Italian
Pio Pio,4.5 of 5 bubbles,369 reviews,$$ - $$$,Peruvian
Clement at The Peninsula New York,4.5 of 5 bubbles,164 reviews,$$$$,American
Cafe d'Alsace,4 of 5 bubbles,270 reviews,$$ - $$$,French
Pampano New York,4 of 5 bubbles,281 reviews,$$ - $$$,Mexican
Morning Star Restaurant,4 of 5 bubbles,349 reviews,$,American
Morning Star Cafe,4 of 5 bubbles,298 reviews,$,American
Good Enough to Eat,4 of 5 bubbles,610 reviews,$$ - $$$,American
Le Bilboquet,4 of 5 bubbles,237 reviews,$$$$,French
Pete's Tavern,4 of 5 bubbles,320 reviews,$$ - $$$,American
Yum Yum Bangkok,4 of 5 bubbles,343 reviews,$$ - $$$,Asian
Bello,4.5 of 5 bubbles,230 reviews,$$ - $$$,Italian
The Long Room,4 of 5 bubbles,388 reviews,$$ - $$$,Irish
Extra Virgin,4 of 5 bubbles,267 reviews,$$ - $$$,Mediterranean
Seven Bistro,4 of 5 bubbles,201 reviews,$$ - $$$,American
Hurley's Saloon,4 of 5 bubbles,506 reviews,$$ - $$$,American
Land,4.5 of 5 bubbles,277 reviews,$$ - $$$,Asian
Boqueria,4 of 5 bubbles,348 reviews,$$ - $$$,Mediterranean
Salumeria Rosi,4 of 5 bubbles,290 reviews,$$ - $$$,Italian
Smith's Bar and Restaurant,4 of 5 bubbles,657 reviews,$$ - $$$,American
Foley's Pub & Restaurant,4.5 of 5 bubbles,238 reviews,$$ - $$$,American
Daniela Trattoria,4 of 5 bubbles,775 reviews,$$ - $$$,Italian
Harry's Cafe & Steak,4.5 of 5 bubbles,265 reviews,$$$$,American
Il Melograno,4.5 of 5 bubbles,194 reviews,$$ - $$$,Italian
Acqua at Peck Slip,4.5 of 5 bubbles,263 reviews,$$ - $$$,Italian
Amma,4.5 of 5 bubbles,357 reviews,$$ - $$$,Indian
Famous Original Ray's Pizza,3.5 of 5 bubbles,674 reviews,$,Italian
Mustang Harry's,4 of 5 bubbles,242 reviews,$$ - $$$,American
Dalton's Bar & Grill,4.5 of 5 bubbles,109 reviews,$$ - $$$,American
Kodama Japanese Restaurant,4.5 of 5 bubbles,312 reviews,$$ - $$$,Japanese
Europa Cafe,4 of 5 bubbles,471 reviews,$,American
Old Homestead Steakhouse,4 of 5 bubbles,882 reviews,$$$$,American
Calle Ocho,4 of 5 bubbles,403 reviews,$$ - $$$,Latin
Fat Cat,4.5 of 5 bubbles,162 reviews,$,
BLT Prime,4.5 of 5 bubbles,293 reviews,$$$$,American
Community Food & Juice,4 of 5 bubbles,213 reviews,$$ - $$$,American
Naruto Ramen,4.5 of 5 bubbles,129 reviews,$,Japanese
Cafe Frida,4 of 5 bubbles,349 reviews,$$ - $$$,Mexican
Brickyard Gastropub,4.5 of 5 bubbles,170 reviews,$$ - $$$,American
Fresco by Scotto,4 of 5 bubbles,340 reviews,$$$$,Italian
Dos Caminos,4 of 5 bubbles,683 reviews,$$ - $$$,Mexican
Mad Dog & Beans,4 of 5 bubbles,224 reviews,$$ - $$$,Mexican
Butter Midtown,4 of 5 bubbles,757 reviews,$$$$,American
Brasserie Cognac,4 of 5 bubbles,454 reviews,$$ - $$$,French
Faces and Names,4.5 of 5 bubbles,232 reviews,$$ - $$$,American
Fred's,4.5 of 5 bubbles,276 reviews,$$ - $$$,American
Umi Sushi,4.5 of 5 bubbles,282 reviews,$$ - $$$,Japanese
Inakaya,4 of 5 bubbles,257 reviews,$$ - $$$,Japanese
Sam's Place,4 of 5 bubbles,230 reviews,$$ - $$$,Italian
Gigino Trattoria,4.5 of 5 bubbles,190 reviews,$$ - $$$,Italian
City Lobster & Steakhouse,4 of 5 bubbles,705 reviews,$$ - $$$,American
Hundred Acres,4 of 5 bubbles,293 reviews,$$ - $$$,American
The Ginger Man,4.5 of 5 bubbles,213 reviews,$$ - $$$,American
Fanelli Cafe,4 of 5 bubbles,272 reviews,$$ - $$$,American
Rock Center Cafe,3.5 of 5 bubbles,"1,008 reviews",$$ - $$$,American
Tarallucci e Vino Union Square,4 of 5 bubbles,152 reviews,$$ - $$$,Italian
CHO DANG GOL,4 of 5 bubbles,249 reviews,$$ - $$$,Asian
12 Chairs,4.5 of 5 bubbles,159 reviews,$$ - $$$,Mediterranean
Malatesta Trattoria,4.5 of 5 bubbles,184 reviews,$$ - $$$,Italian
Candle Cafe,4.5 of 5 bubbles,290 reviews,$$ - $$$,American
Caffe Palermo,4 of 5 bubbles,349 reviews,$$ - $$$,Italian
Sinigual,4 of 5 bubbles,260 reviews,$$ - $$$,Mexican
VYNL,4 of 5 bubbles,247 reviews,$$ - $$$,American
Margon,4.5 of 5 bubbles,127 reviews,$,Latin
Don's Bogam BBQ & Wine Bar,4.5 of 5 bubbles,133 reviews,$$ - $$$,Barbecue
Mari Vanna,4.5 of 5 bubbles,263 reviews,$$ - $$$,European
Pappardella,4 of 5 bubbles,286 reviews,$$ - $$$,Italian
Motorino,4.5 of 5 bubbles,230 reviews,$$ - $$$,Italian
Nocello,4 of 5 bubbles,285 reviews,$$ - $$$,Italian
Aretsky's Patroon,4.5 of 5 bubbles,136 reviews,$$$$,American
Angelo's of Mulberry Street,4 of 5 bubbles,591 reviews,$$ - $$$,Italian
Utsav Restaurant,4 of 5 bubbles,428 reviews,$$ - $$$,Indian
99 Cent Fresh Pizza,4.5 of 5 bubbles,177 reviews,$,Italian
Orsay,4 of 5 bubbles,243 reviews,$$ - $$$,French
Villa Berulia,4.5 of 5 bubbles,120 reviews,$$ - $$$,Italian
Old Town Bar,4 of 5 bubbles,136 reviews,$$ - $$$,American
la bonbonniere,4.5 of 5 bubbles,115 reviews,$,American
Sushi of Gari 46,4 of 5 bubbles,282 reviews,$$$$,Japanese
Mudspot,4.5 of 5 bubbles,100 reviews,$$ - $$$,American
Atlantic Grill,4 of 5 bubbles,418 reviews,$$ - $$$,Seafood
Upholstery Store,5 of 5 bubbles,48 reviews,$$ - $$$,American
Trattoria Pesce Pasta,4.5 of 5 bubbles,149 reviews,$$ - $$$,Italian
Route 66 Cafe,4 of 5 bubbles,291 reviews,$$ - $$$,American
Peking Duck House,4 of 5 bubbles,537 reviews,$$ - $$$,Chinese
Barbounia,4 of 5 bubbles,284 reviews,$$ - $$$,Mediterranean
Porteno,4.5 of 5 bubbles,131 reviews,$$ - $$$,Latin
Tom's Restaurant,4 of 5 bubbles,485 reviews,$,American
Milon Restaurant,4 of 5 bubbles,159 reviews,$,Indian
Europa Cafe,4 of 5 bubbles,364 reviews,$,American
Almond,4 of 5 bubbles,213 reviews,$$ - $$$,American
Da Nico Ristorante,4 of 5 bubbles,736 reviews,$$ - $$$,Italian
La Mela Ristorante,4 of 5 bubbles,654 reviews,$$ - $$$,Italian
Darbar Fine Indian Cuisine,4 of 5 bubbles,259 reviews,$$ - $$$,Indian
The Palm Too,4 of 5 bubbles,340 reviews,$$$$,American
Nick's,4.5 of 5 bubbles,209 reviews,$$ - $$$,Italian
Harry Cipriani Restaurant,4 of 5 bubbles,465 reviews,$$$$,Italian
Taim,4.5 of 5 bubbles,225 reviews,$,Mediterranean
P.J. Clarke's on the Hudson,4 of 5 bubbles,338 reviews,$$ - $$$,American
Molly's Pub & Restaurant,4.5 of 5 bubbles,183 reviews,$$ - $$$,Irish
Indochine,4 of 5 bubbles,270 reviews,$$$$,Asian
Dos Caminos,4 of 5 bubbles,626 reviews,$$ - $$$,Mexican
Raines Law Room,4.5 of 5 bubbles,155 reviews,,
Peasant,4 of 5 bubbles,310 reviews,$$ - $$$,Italian
I Sodi,4.5 of 5 bubbles,153 reviews,$$ - $$$,Italian
Periyali,4.5 of 5 bubbles,167 reviews,$$ - $$$,Mediterranean
Galaxy Diner,4 of 5 bubbles,329 reviews,$,American
Ngam,4.5 of 5 bubbles,127 reviews,$$ - $$$,Asian
Gemma,4 of 5 bubbles,356 reviews,$$ - $$$,Italian
Metro Grill,4 of 5 bubbles,313 reviews,$$ - $$$,American
Cafe Orlin,4.5 of 5 bubbles,232 reviews,$$ - $$$,American
Yakitori Totto,4.5 of 5 bubbles,232 reviews,$$ - $$$,Japanese
Frankie & Johnnie's Steakhouse,4 of 5 bubbles,249 reviews,$$$$,American
Tout Va Bien,4 of 5 bubbles,365 reviews,$$ - $$$,French
California Pizza Kitchen,4.5 of 5 bubbles,201 reviews,$$ - $$$,Italian
Main Noodle House,4 of 5 bubbles,176 reviews,$,Chinese
S'MAC,4.5 of 5 bubbles,327 reviews,$,American
Dallas BBQ,4 of 5 bubbles,392 reviews,$$ - $$$,American
Dos Caminos Soho,4 of 5 bubbles,338 reviews,$$ - $$$,Mexican
La Mangeoire,4.5 of 5 bubbles,229 reviews,$$ - $$$,French
Momofuku Ma Peche,4 of 5 bubbles,440 reviews,$$ - $$$,Asian
Palm Court,4 of 5 bubbles,787 reviews,$$$$,American
Papaya King,4 of 5 bubbles,229 reviews,$,American
Kati Roll Company,4.5 of 5 bubbles,138 reviews,$,Indian
Resette,4 of 5 bubbles,256 reviews,$$ - $$$,Italian
Sushi Samba,4 of 5 bubbles,377 reviews,$$ - $$$,Japanese
Lusardi's Restaurant,4.5 of 5 bubbles,104 reviews,$$$$,Italian
Turkish Kitchen,4.5 of 5 bubbles,263 reviews,$$ - $$$,Mediterranean
Lips,4 of 5 bubbles,240 reviews,$$ - $$$,American
Francisco's Centro Vasco,4 of 5 bubbles,133 reviews,$$ - $$$,Seafood
Schiller's Liquor Bar,4 of 5 bubbles,284 reviews,$$ - $$$,American
Patsy's Pizzeria,4 of 5 bubbles,183 reviews,$$ - $$$,Italian
Playwright Tavern & Restaurant,4 of 5 bubbles,276 reviews,$$ - $$$,American
Cara Mia,4 of 5 bubbles,357 reviews,$$ - $$$,Italian
Downtown Cipriani,4 of 5 bubbles,418 reviews,$$$$,Italian
Pietrasanta Restaurant,4 of 5 bubbles,274 reviews,$$ - $$$,Italian
Num Pang Sandwich Shop,4.5 of 5 bubbles,218 reviews,$,Fast Food
Pomodoro Rosso,4 of 5 bubbles,244 reviews,$$ - $$$,Italian
Brasserie 1605 at the Crowne Plaza Times Square,4 of 5 bubbles,322 reviews,$$ - $$$,American
Southern Hospitality BBQ,4 of 5 bubbles,822 reviews,$$ - $$$,American
Omar's Kitchen & Bakery,4.5 of 5 bubbles,74 reviews,$,Mediterranean
Rocking Horse Cafe,4.5 of 5 bubbles,199 reviews,$$ - $$$,Mexican
House of Lasagna,4 of 5 bubbles,324 reviews,$$ - $$$,Italian
Houndstooth Pub,4 of 5 bubbles,351 reviews,$$ - $$$,American
Bobby Van's Steak House,4 of 5 bubbles,210 reviews,$$$$,American
Alta,4 of 5 bubbles,375 reviews,$$ - $$$,Mediterranean
Madison & Vine,4 of 5 bubbles,416 reviews,$$ - $$$,American
Rice 'N' Beans,4.5 of 5 bubbles,125 reviews,$$ - $$$,Latin
JoJo,4 of 5 bubbles,345 reviews,$$$$,French
Le Colonial,4 of 5 bubbles,314 reviews,$$$$,Vietnamese
Il Corallo Trattoria,4 of 5 bubbles,192 reviews,$$ - $$$,Italian
Thai Market,4.5 of 5 bubbles,134 reviews,$$ - $$$,Asian
Waldy's Wood Fired Pizza & Penne,4.5 of 5 bubbles,242 reviews,$,Italian
Ear Inn,4 of 5 bubbles,151 reviews,$$ - $$$,American
Basta Pasta,4 of 5 bubbles,244 reviews,$$ - $$$,Italian
Ravagh Persian Grill,4.5 of 5 bubbles,145 reviews,$$ - $$$,Mediterranean
Iguana New York,4 of 5 bubbles,409 reviews,$$ - $$$,Mexican
Cafe Gitane,4 of 5 bubbles,286 reviews,$$ - $$$,Cafe
Broome Street Bar,4 of 5 bubbles,218 reviews,$$ - $$$,American
Lil' Frankie's Pizza,4.5 of 5 bubbles,144 reviews,$$ - $$$,Italian
Arriba Arriba Mexican Restaurant,4 of 5 bubbles,240 reviews,$$ - $$$,Mexican
Chai,4 of 5 bubbles,222 reviews,$$ - $$$,Asian
Bar Italia,4 of 5 bubbles,199 reviews,$$ - $$$,Italian
Cowgirl,4 of 5 bubbles,191 reviews,$$ - $$$,American
Kefi,4 of 5 bubbles,361 reviews,$$ - $$$,Mediterranean
MarkJoseph Steakhouse,4.5 of 5 bubbles,168 reviews,$$$$,American
Pera Mediterranean Brasserie,4 of 5 bubbles,270 reviews,$$ - $$$,Mediterranean
Theatre Row Diner,4 of 5 bubbles,373 reviews,$$ - $$$,American
Bann,4 of 5 bubbles,216 reviews,$$ - $$$,Barbecue
El Parador Cafe,4.5 of 5 bubbles,164 reviews,$$ - $$$,Mexican
The Australian NYC,4 of 5 bubbles,173 reviews,$$ - $$$,
Lavagna,4.5 of 5 bubbles,126 reviews,$$ - $$$,Italian
BCD Tofu House,4 of 5 bubbles,162 reviews,$$ - $$$,Asian
Patsy's Pizza--74th Street,4 of 5 bubbles,230 reviews,$$ - $$$,Italian
The John Dory Oyster Bar,4 of 5 bubbles,360 reviews,$$ - $$$,Seafood
Fairway Cafe,4 of 5 bubbles,274 reviews,$$ - $$$,American
Frankie & Johnnie's Steakhouse,4 of 5 bubbles,513 reviews,$$$$,American
Ecco!,4 of 5 bubbles,137 reviews,$$ - $$$,Italian
Cacio e Pepe,4.5 of 5 bubbles,120 reviews,$$ - $$$,Italian
El Quijote,4 of 5 bubbles,282 reviews,$$ - $$$,Latin
Ichiumi,4 of 5 bubbles,646 reviews,$$ - $$$,Chinese
Joseph Leonard,4.5 of 5 bubbles,146 reviews,$$ - $$$,American
The Breslin,4 of 5 bubbles,630 reviews,$$ - $$$,American
Fig & Olive Uptown,4 of 5 bubbles,254 reviews,$$ - $$$,Italian
North Square,4 of 5 bubbles,191 reviews,$$ - $$$,American
Lexington Candy Shop,4 of 5 bubbles,186 reviews,$,American
Basera Indian Bistro,4 of 5 bubbles,173 reviews,$$ - $$$,Indian
Tri Tip Grill,4 of 5 bubbles,255 reviews,$$ - $$$,American
Mike's Bistro,4.5 of 5 bubbles,127 reviews,$$$$,Kosher
Chirping Chicken,4 of 5 bubbles,202 reviews,$,American
Markt,4 of 5 bubbles,276 reviews,$$ - $$$,European
Sofia Wine Bar and Cafe,4.5 of 5 bubbles,95 reviews,$$ - $$$,Italian
John's of 12th Street,4 of 5 bubbles,253 reviews,$$ - $$$,Italian
Szechuan Gourmet,4 of 5 bubbles,293 reviews,$$ - $$$,Chinese
Legends New York City,4 of 5 bubbles,260 reviews,$$ - $$$,American
Pietro's,4.5 of 5 bubbles,110 reviews,$$$$,Italian
Noho Star,4 of 5 bubbles,179 reviews,$$ - $$$,American
Broadway Lounge,4 of 5 bubbles,197 reviews,$$ - $$$,American
Pascalou,4.5 of 5 bubbles,151 reviews,$$ - $$$,French
Mercury Bar,4 of 5 bubbles,114 reviews,$$ - $$$,American
Oldcastle Pub & Restaurant,4 of 5 bubbles,206 reviews,$$ - $$$,American
44 1/2,4 of 5 bubbles,199 reviews,$$ - $$$,American
Triomphe,4 of 5 bubbles,260 reviews,$$$$,French
Petrossian Cafe & Boutique,4.5 of 5 bubbles,139 reviews,$$ - $$$,Cafe
Salinas,4 of 5 bubbles,197 reviews,$$$$,Mediterranean
Annisa,4.5 of 5 bubbles,230 reviews,$$$$,American
Cipriani Dolci,4 of 5 bubbles,280 reviews,$$$$,Italian
TBar,4.5 of 5 bubbles,111 reviews,$$ - $$$,American
Trader Joe,4.5 of 5 bubbles,89 reviews,$,Delicatessen
Cafe Europa,4 of 5 bubbles,345 reviews,$$ - $$$,American
Waverly Restaurant,4 of 5 bubbles,194 reviews,$,American
O'Reilly's Pub & Restaurant,4 of 5 bubbles,169 reviews,$$ - $$$,Irish
Mariella Pizza,4.5 of 5 bubbles,144 reviews,$,Italian
Naya Mezze & Grill,4.5 of 5 bubbles,141 reviews,$$ - $$$,Lebanese
Via Quadronno,4 of 5 bubbles,272 reviews,$$ - $$$,Italian
La Gioconda,4.5 of 5 bubbles,95 reviews,$$ - $$$,Italian
Elmo,4 of 5 bubbles,240 reviews,$$ - $$$,American
Bistro Vendome,4.5 of 5 bubbles,79 reviews,$$ - $$$,French
Salon de Ning ROOFTOP,4 of 5 bubbles,231 reviews,$$$$,American
Death & Co,4 of 5 bubbles,159 reviews,,
Cafe 28,4 of 5 bubbles,193 reviews,$,Cafe
Russian Vodka Room,4 of 5 bubbles,134 reviews,$$ - $$$,Russian
El Rio Grande,4 of 5 bubbles,156 reviews,$$ - $$$,Mexican
Ben & Jack's Steak House,4 of 5 bubbles,414 reviews,$$$$,American
Uno Pizzeria & Grill,4 of 5 bubbles,322 reviews,$$ - $$$,Italian
Havana NY,4.5 of 5 bubbles,129 reviews,$$ - $$$,Latin
Le Gigot,4.5 of 5 bubbles,140 reviews,$$ - $$$,French
Walker's,4.5 of 5 bubbles,111 reviews,$$ - $$$,American
dell'anima,4.5 of 5 bubbles,148 reviews,$$$$,Italian
Luna Piena Ristorante,4.5 of 5 bubbles,276 reviews,$$ - $$$,Italian
Pergola Des Artistes,4 of 5 bubbles,263 reviews,$$ - $$$,French
Quantum Leap Natural Food,4.5 of 5 bubbles,133 reviews,$$ - $$$,American
Bistro Chat Noir,4 of 5 bubbles,189 reviews,$$ - $$$,French
Square Diner,4 of 5 bubbles,135 reviews,$,American
Sticky Rice,4.5 of 5 bubbles,83 reviews,$$ - $$$,Asian
The House of Brews,4 of 5 bubbles,148 reviews,$$ - $$$,American
Giano,4.5 of 5 bubbles,68 reviews,$$ - $$$,Italian
Cesca,4 of 5 bubbles,223 reviews,$$$$,Italian
Serafina,4 of 5 bubbles,241 reviews,$$ - $$$,Italian
Connolly's Pub & Restaurant,4 of 5 bubbles,233 reviews,$$ - $$$,American
Mary's Fish Camp,4.5 of 5 bubbles,230 reviews,$$ - $$$,American
Brushstroke,4 of 5 bubbles,185 reviews,$$$$,Japanese
Takashi,4.5 of 5 bubbles,127 reviews,$$ - $$$,Barbecue
Tir Na Nog - Penn Station,4.5 of 5 bubbles,220 reviews,$$ - $$$,American
Po,4.5 of 5 bubbles,237 reviews,$$ - $$$,Italian
Le Grainne Cafe,4 of 5 bubbles,186 reviews,$$ - $$$,French
The Brindle Room,4.5 of 5 bubbles,119 reviews,$$ - $$$,American
Petrossian Restaurant,4 of 5 bubbles,255 reviews,$$$$,French
Macao Trading Co,4 of 5 bubbles,177 reviews,$$ - $$$,Chinese
Le Bateau Ivre,4.5 of 5 bubbles,205 reviews,$$ - $$$,French
Westville,4.5 of 5 bubbles,140 reviews,$$ - $$$,American
MoMA's Cafe 2,4 of 5 bubbles,343 reviews,$$ - $$$,Italian
Mermaid Inn,4 of 5 bubbles,178 reviews,$$ - $$$,Seafood
Nino's Tuscany,4 of 5 bubbles,249 reviews,$$ - $$$,Italian
Sojourn,4.5 of 5 bubbles,91 reviews,$$ - $$$,American
Cafe Duke,4 of 5 bubbles,193 reviews,$,American
Hearth,4 of 5 bubbles,236 reviews,$$$$,American
Sushiya,4 of 5 bubbles,144 reviews,$$ - $$$,Japanese
Tia Pol,4.5 of 5 bubbles,210 reviews,$$ - $$$,Spanish
Wollensky's Grill,4 of 5 bubbles,200 reviews,$$$$,American
Chipotle Mexican Grill,4 of 5 bubbles,201 reviews,$,Mexican
Johny's Luncheonette,4.5 of 5 bubbles,256 reviews,$,American
Tartine,4 of 5 bubbles,166 reviews,$$ - $$$,French
The Grey Dog,4 of 5 bubbles,122 reviews,$$ - $$$,American
Dos Toros Taqueria,4.5 of 5 bubbles,109 reviews,$,Mexican
Wild Ginger Pan Asian,4.5 of 5 bubbles,126 reviews,$$ - $$$,Asian
Akdeniz,4 of 5 bubbles,122 reviews,$$ - $$$,Mediterranean
Ariana Afghan Kabab Restaurant,4.5 of 5 bubbles,121 reviews,$$ - $$$,Middle Eastern
Valhalla,4.5 of 5 bubbles,84 reviews,$$ - $$$,American
Palace Restaurant Coffee House,4 of 5 bubbles,139 reviews,$,American
Sergimmo Salumeria,4.5 of 5 bubbles,111 reviews,$$ - $$$,Italian
D.J. Reynolds,4 of 5 bubbles,143 reviews,$$ - $$$,Irish
Chimichurri Grill,4 of 5 bubbles,226 reviews,$$ - $$$,Steakhouse
Planet Hollywood,3.5 of 5 bubbles,"2,496 reviews",$$ - $$$,American
Le Pain Quotidien,4 of 5 bubbles,168 reviews,$$ - $$$,Cafe
DeGrezia Ristorante,4.5 of 5 bubbles,136 reviews,$$$$,Italian
Iroha Japanese Restaurant,4 of 5 bubbles,177 reviews,$$ - $$$,Japanese
Bella Blu,4.5 of 5 bubbles,205 reviews,$$ - $$$,Italian
A Voce Columbus,4 of 5 bubbles,385 reviews,$$$$,Italian
Omai,4.5 of 5 bubbles,99 reviews,$$ - $$$,Asian
Inatteso Pizzabar,4.5 of 5 bubbles,170 reviews,$$ - $$$,Italian
EJ's Luncheonette,4 of 5 bubbles,174 reviews,$,American
Campagnola Restaurant,4 of 5 bubbles,138 reviews,$$$$,Italian
Eamonn's Bar & Grill,4 of 5 bubbles,217 reviews,$$ - $$$,Irish
Angel's Share,4.5 of 5 bubbles,74 reviews,$$ - $$$,Japanese
Mandoo Bar - Midtown,4 of 5 bubbles,214 reviews,$,Asian
Matts Grill,4 of 5 bubbles,167 reviews,$$ - $$$,American
Bar Pitti,4 of 5 bubbles,495 reviews,$$ - $$$,Italian
Harry's Italian Pizza Bar,4 of 5 bubbles,275 reviews,$$ - $$$,Italian
Amaranth Restaurant,4 of 5 bubbles,205 reviews,$$ - $$$,Italian
Isle of Capri,4.5 of 5 bubbles,158 reviews,$$ - $$$,Italian
EN Japanese Brasserie,4 of 5 bubbles,269 reviews,$$$$,Japanese
Nai Tapas Bar,4.5 of 5 bubbles,90 reviews,$$ - $$$,Spanish
Pax Wholesome Foods,4 of 5 bubbles,223 reviews,$,American
Gyu-Kaku Japanese BBQ Dining,4 of 5 bubbles,186 reviews,$$ - $$$,Japanese
Mulligan's Pub,4 of 5 bubbles,156 reviews,$$ - $$$,American
Applebee's,3.5 of 5 bubbles,834 reviews,$$ - $$$,American
Gennaro,4 of 5 bubbles,153 reviews,$$ - $$$,Italian
Meson Sevilla,4 of 5 bubbles,261 reviews,$$ - $$$,Seafood
Barbes Restaurant,4 of 5 bubbles,140 reviews,$$ - $$$,Moroccan
The Water Club,4 of 5 bubbles,202 reviews,$$$$,American
Sevilla Restaurant & Bar,4 of 5 bubbles,268 reviews,$$ - $$$,Seafood
Supper,4 of 5 bubbles,200 reviews,$$ - $$$,Italian
Volare,4.5 of 5 bubbles,69 reviews,$$ - $$$,Italian
Pig'n Whistle On Third,4 of 5 bubbles,118 reviews,$$ - $$$,American
Jules Bistro,4 of 5 bubbles,155 reviews,$$ - $$$,French
Zengo,4 of 5 bubbles,216 reviews,$$ - $$$,Asian
Da Umberto,4.5 of 5 bubbles,126 reviews,$$$$,Italian
Esca,3.5 of 5 bubbles,725 reviews,$$$$,Italian
Petite Abeille,4 of 5 bubbles,171 reviews,$$ - $$$,American
The Waverly Inn and Garden,4 of 5 bubbles,251 reviews,$$$$,American
Park Cafe,3.5 of 5 bubbles,708 reviews,$$ - $$$,American
Don Filippo Restaurant,4.5 of 5 bubbles,62 reviews,$,Italian
Il Violino,4 of 5 bubbles,207 reviews,$$ - $$$,Italian
