name,stars,num_reviews,price,cuisine
Don Giovanni,4 of 5 bubbles,161 reviews,$$ - $$$,Italian
Macchiato Espresso Bar,4.5 of 5 bubbles,57 reviews,$,Cafe
Favela Cubana,4 of 5 bubbles,69 reviews,$$ - $$$,Latin
Momoya,4 of 5 bubbles,74 reviews,$$ - $$$,Japanese
Parnell's Restaurant,4 of 5 bubbles,50 reviews,$$ - $$$,American
Deluxe Green Bo Restaurant,4 of 5 bubbles,177 reviews,$,Chinese
2017 Bella Luna,4 of 5 bubbles,99 reviews,$$ - $$$,Italian
Pizza Park Corporation,4.5 of 5 bubbles,27 reviews,$,Italian
Sapphire Indian Cuisine,4 of 5 bubbles,170 reviews,$$ - $$$,Indian
Tori Shin,4 of 5 bubbles,53 reviews,$$$$,Japanese
Cinema Cafe,4 of 5 bubbles,129 reviews,$$ - $$$,American
Txikito,4 of 5 bubbles,111 reviews,$$ - $$$,Spanish
Chelsea Ristorante,4 of 5 bubbles,105 reviews,$$ - $$$,Italian
Spinelli's Pizzeria,4 of 5 bubbles,53 reviews,$,Italian
Kunjip Restaurant,4 of 5 bubbles,274 reviews,$$ - $$$,Asian
Punch,4 of 5 bubbles,75 reviews,$$ - $$$,American
City Diner,4 of 5 bubbles,82 reviews,$$ - $$$,American
Nam Son Vietnamese Restaurant,4 of 5 bubbles,78 reviews,$,Asian
Meskerem Ethiopian Cuisine,4 of 5 bubbles,65 reviews,$$ - $$$,African
Caffe Buon Gusto,4.5 of 5 bubbles,62 reviews,$$ - $$$,Italian
Shimizu Sushi Restaurant,4 of 5 bubbles,76 reviews,$$ - $$$,Japanese
Island,4 of 5 bubbles,100 reviews,$$ - $$$,American
Moustache,4 of 5 bubbles,107 reviews,$,Mediterranean
Sbarro,4 of 5 bubbles,139 reviews,$,Italian
Raku II,4.5 of 5 bubbles,33 reviews,$$ - $$$,Japanese
Olympic Flame Diner,4 of 5 bubbles,54 reviews,$$ - $$$,American
Han Bat Restaurant,4 of 5 bubbles,118 reviews,$$ - $$$,Asian
Cafe 82,4 of 5 bubbles,104 reviews,$,American
Tagine,4 of 5 bubbles,82 reviews,$$ - $$$,Moroccan
Blockheads Burritos,4 of 5 bubbles,59 reviews,$,Mexican
Porsena,4 of 5 bubbles,75 reviews,$$ - $$$,Italian
Broadway Restaurant,4.5 of 5 bubbles,45 reviews,$,American
Delizia 73,4.5 of 5 bubbles,46 reviews,$$ - $$$,Italian
Verlaine,4.5 of 5 bubbles,50 reviews,$$ - $$$,
Gigi Cafe,4.5 of 5 bubbles,53 reviews,$,American
Empellon Cocina,4 of 5 bubbles,87 reviews,$$ - $$$,Mexican
Pig Heaven Restaurant,4 of 5 bubbles,90 reviews,$$ - $$$,Chinese
Uncle Gussy's,5 of 5 bubbles,43 reviews,$,Mediterranean
Brasserie Athenee,3.5 of 5 bubbles,444 reviews,,
Giovanni Venti Cinque Restaurant,4 of 5 bubbles,118 reviews,$$$$,Italian
La Caridad 78 Restaurant,4 of 5 bubbles,73 reviews,$,Chinese
Le Charlot,4 of 5 bubbles,135 reviews,$$ - $$$,French
Haveli Banjara Indian Restaurant,4 of 5 bubbles,63 reviews,$$ - $$$,Indian
Japonica,4.5 of 5 bubbles,107 reviews,$$ - $$$,Japanese
Gyro II,4 of 5 bubbles,74 reviews,$,Mediterranean
Pig 'n' Whistle on 2nd,4 of 5 bubbles,73 reviews,$$ - $$$,American
Go! Go! Curry!,4 of 5 bubbles,64 reviews,$,Asian
Soba Nippon,4 of 5 bubbles,99 reviews,$$ - $$$,Japanese
Terrace 5,4 of 5 bubbles,97 reviews,,
Sunrise Mart,4 of 5 bubbles,36 reviews,$,Japanese
Omen,4 of 5 bubbles,76 reviews,$$$$,Japanese
Saigon Market,4 of 5 bubbles,81 reviews,$,Asian
Piccolo Angolo,4 of 5 bubbles,142 reviews,$$ - $$$,Italian
Annie Moore's Bar & Restaurant,4 of 5 bubbles,133 reviews,$$ - $$$,American
Hop Lee,4 of 5 bubbles,62 reviews,$$ - $$$,Chinese
La Fonda del Sol,4 of 5 bubbles,131 reviews,$$ - $$$,Latin
Sushi You,4.5 of 5 bubbles,43 reviews,$$ - $$$,Japanese
Do Hwa Korean Cusine,4 of 5 bubbles,71 reviews,$$ - $$$,Asian
Spiga,4.5 of 5 bubbles,91 reviews,$$ - $$$,Italian
Zebu Grill,4.5 of 5 bubbles,51 reviews,$$ - $$$,Latin
Patriot Saloon,4.5 of 5 bubbles,27 reviews,$,American
Takahachi,4 of 5 bubbles,47 reviews,$$ - $$$,Japanese
Caffe Linda,4 of 5 bubbles,215 reviews,$$ - $$$,Italian
Buona Notte,4 of 5 bubbles,154 reviews,$$ - $$$,Italian
The Cellar,4.5 of 5 bubbles,32 reviews,$$ - $$$,American
Bottino,4 of 5 bubbles,115 reviews,$$ - $$$,Italian
Wajima,4.5 of 5 bubbles,34 reviews,$$ - $$$,Asian
Cercle Rouge,4.5 of 5 bubbles,94 reviews,$$ - $$$,French
Mad for Chicken,4.5 of 5 bubbles,49 reviews,$$ - $$$,Korean
Murals on 54 Restaurant,4 of 5 bubbles,125 reviews,$$ - $$$,American
Ithaka,4.5 of 5 bubbles,61 reviews,$$ - $$$,Mediterranean
Macondo,4 of 5 bubbles,79 reviews,$$ - $$$,Latin
Chez Jacqueline,4 of 5 bubbles,157 reviews,$$ - $$$,French
Sbarro,3.5 of 5 bubbles,222 reviews,$,Italian
Le Paris Bistrot,4 of 5 bubbles,100 reviews,$$ - $$$,French
Canaletto,4 of 5 bubbles,43 reviews,$$ - $$$,Italian
Rose Bar,4 of 5 bubbles,113 reviews,$$$$,
Nino's Restaurant,4 of 5 bubbles,144 reviews,$$$$,Italian
Sagaponack Bar & Grill,4 of 5 bubbles,69 reviews,$$ - $$$,American
Kori Tribeca,4.5 of 5 bubbles,31 reviews,$$ - $$$,Asian
Professor Thom's,4.5 of 5 bubbles,27 reviews,$,American
Tracks Raw Bar & Grill,4 of 5 bubbles,75 reviews,$$ - $$$,American
Caravan of Dreams,4 of 5 bubbles,83 reviews,$$ - $$$,American
Francesco,4 of 5 bubbles,43 reviews,$,Italian
Lucien Restaurant,4 of 5 bubbles,127 reviews,$$ - $$$,French
Poke Restaurant,4 of 5 bubbles,57 reviews,$$ - $$$,Japanese
Wu Liang Ye,3.5 of 5 bubbles,170 reviews,$$ - $$$,Chinese
Timmy's,4 of 5 bubbles,65 reviews,$$ - $$$,American
Hotel Chantelle,4 of 5 bubbles,140 reviews,$$ - $$$,American
Stags Head,4.5 of 5 bubbles,55 reviews,$$ - $$$,American
Arte,4 of 5 bubbles,57 reviews,$$ - $$$,Italian
Cafe Metro,4 of 5 bubbles,114 reviews,$,American
minca,4.5 of 5 bubbles,61 reviews,$,Japanese
Totoya japanese Restaurant,4 of 5 bubbles,35 reviews,$$ - $$$,Japanese
Silver Star Restaurant,4 of 5 bubbles,74 reviews,$$ - $$$,American
Burger Heaven,4 of 5 bubbles,207 reviews,$$ - $$$,American
Sal and Carmine Pizza,4 of 5 bubbles,72 reviews,$,Italian
Cleopatra's Needle,4 of 5 bubbles,110 reviews,$$ - $$$,Middle Eastern
Smorgas Chef Wall Street,4 of 5 bubbles,95 reviews,$$ - $$$,European
Quan Sushi,4.5 of 5 bubbles,35 reviews,$$ - $$$,Japanese
Delizia Pizzeria & Restaurant,4 of 5 bubbles,43 reviews,$$ - $$$,Pizza
Colors,4.5 of 5 bubbles,35 reviews,$$ - $$$,American
Two Boots,4 of 5 bubbles,56 reviews,$,Italian
Donohue's Steak House,4 of 5 bubbles,49 reviews,$$ - $$$,American
Desnuda,4.5 of 5 bubbles,41 reviews,$$ - $$$,Seafood
Mexico Lindo Restaurant,4 of 5 bubbles,56 reviews,$$ - $$$,Mexican
Bettola,4 of 5 bubbles,73 reviews,$$ - $$$,Italian
Guy & Gallard,4.5 of 5 bubbles,75 reviews,$,American
Le Monde,3.5 of 5 bubbles,125 reviews,$$ - $$$,French
Baby Bo's Cantina,4.5 of 5 bubbles,57 reviews,$$ - $$$,Mexican
Home,4.5 of 5 bubbles,120 reviews,$$ - $$$,American
Philippe,4 of 5 bubbles,179 reviews,$$$$,Chinese
T Salon Chelsea Market,4.5 of 5 bubbles,52 reviews,,
Blockheads Burritos,4.5 of 5 bubbles,36 reviews,$,Mexican
Sette MoMA,4 of 5 bubbles,55 reviews,$$ - $$$,Italian
The Cottage - Amsterdam Ave & 77th St,4 of 5 bubbles,95 reviews,$,Chinese
Famous Original Ray's Pizza,4 of 5 bubbles,51 reviews,$,Pizza
Lucky Strike,4 of 5 bubbles,132 reviews,$$ - $$$,American
The Hog Pit,4 of 5 bubbles,72 reviews,$$ - $$$,American
Benihana,3.5 of 5 bubbles,585 reviews,$$ - $$$,Japanese
A Salt and Battery,4 of 5 bubbles,131 reviews,$,Fast Food
Chipotle Mexican Grill,4 of 5 bubbles,139 reviews,$,Mexican
El Malecon Restaurant,4 of 5 bubbles,47 reviews,$,Caribbean
Wa Jeal Sicuan Chili House,4.5 of 5 bubbles,61 reviews,$$ - $$$,Chinese
Wogies Bar & Grill,4.5 of 5 bubbles,60 reviews,$,American
Southgate Bar & Restaurant,4 of 5 bubbles,153 reviews,$$$$,American
Wok 88,4.5 of 5 bubbles,38 reviews,$,Chinese
Shanghai Mong,4 of 5 bubbles,84 reviews,$$ - $$$,Chinese
Barbaresco,4 of 5 bubbles,105 reviews,$$ - $$$,Italian
Il Riccio,4 of 5 bubbles,59 reviews,$$ - $$$,Italian
Snack Taverna,4.5 of 5 bubbles,72 reviews,$$ - $$$,Mediterranean
Mamoun's Falafel,4 of 5 bubbles,58 reviews,$,Fast Food
La Ripaille,4 of 5 bubbles,63 reviews,$$ - $$$,French
Quattro Gatti,4.5 of 5 bubbles,38 reviews,$$ - $$$,Italian
Chipotle Mexican Grill,4.5 of 5 bubbles,49 reviews,$,Mexican
Reade Street Pub & Kitchen,4.5 of 5 bubbles,49 reviews,$,American
Gari of Columbus,4 of 5 bubbles,90 reviews,$$$$,Japanese
Lantern,4 of 5 bubbles,41 reviews,$$ - $$$,Thai
Claudio Pizzeria,4 of 5 bubbles,42 reviews,$,Italian
Parlor Steakhouse,4 of 5 bubbles,111 reviews,$$$$,American
Kuruma Zushi,4 of 5 bubbles,64 reviews,$$$$,Japanese
Chez Napoleon,4 of 5 bubbles,208 reviews,$$ - $$$,French
Hecho en Dumbo Chef s Table,4 of 5 bubbles,50 reviews,$$ - $$$,Mexican
Ben's Pizzeria,4.5 of 5 bubbles,49 reviews,$,Italian
Cucina di Pesce,4 of 5 bubbles,83 reviews,$$ - $$$,Italian
Tarallucci E Vino,4.5 of 5 bubbles,39 reviews,$$ - $$$,Italian
Peri Ela,4 of 5 bubbles,52 reviews,$$ - $$$,Mediterranean
Sushiden Sixth Ave,4.5 of 5 bubbles,105 reviews,$$ - $$$,Japanese
TUE THAI FOOD,4 of 5 bubbles,55 reviews,$,Asian
Libretto's Pizzeria & Restaurant,4 of 5 bubbles,44 reviews,$,Italian
HanaMichi,4 of 5 bubbles,64 reviews,$$ - $$$,Japanese
Cafe S.F.A.,4 of 5 bubbles,84 reviews,$$ - $$$,American
Applebee's,3.5 of 5 bubbles,"2,317 reviews",$$ - $$$,American
Company Restaurant,4 of 5 bubbles,125 reviews,$$ - $$$,Italian
Delegates Dining Room,4.5 of 5 bubbles,35 reviews,$$ - $$$,International
Chef Yu,3.5 of 5 bubbles,211 reviews,$$ - $$$,Chinese
Panna II Garden Indian Restaurant,4 of 5 bubbles,183 reviews,$$ - $$$,Indian
Sel et Poivre,4 of 5 bubbles,89 reviews,$$ - $$$,French
Amber Upper West,4 of 5 bubbles,75 reviews,$$ - $$$,Japanese
Sharaku Japanese Restaurant,4 of 5 bubbles,45 reviews,$$ - $$$,Japanese
N.Y. Dosas,5 of 5 bubbles,25 reviews,$,Indian
Casa Adela,4.5 of 5 bubbles,32 reviews,$,Caribbean
Columbus Gourmet Food,4 of 5 bubbles,30 reviews,$,American
Bocca Restaurant,4.5 of 5 bubbles,24 reviews,$$ - $$$,Italian
TEHUITZINGO,4.5 of 5 bubbles,38 reviews,$,Mexican
Gene's Restaurant,4 of 5 bubbles,91 reviews,$$ - $$$,Italian
Angelica Kitchen,4 of 5 bubbles,191 reviews,$$ - $$$,American
Roses Pizza and Pasta,4.5 of 5 bubbles,41 reviews,$,Italian
Katsuhama,4 of 5 bubbles,100 reviews,$$ - $$$,Japanese
Wolfgang's Steakhouse--Midtown 54th Street,4 of 5 bubbles,340 reviews,$$$$,American
Piano's Bar and Grill,4 of 5 bubbles,41 reviews,$,American
The Press Box,4.5 of 5 bubbles,64 reviews,$$ - $$$,American
Dish,4 of 5 bubbles,77 reviews,$,American
Ukrainian East Village Restaurant,4 of 5 bubbles,67 reviews,$$ - $$$,Eastern European
Shabu-Tatsu Downtown,4.5 of 5 bubbles,65 reviews,$$ - $$$,Japanese
McQuaid's,4.5 of 5 bubbles,29 reviews,$$ - $$$,
Caffe Taci,4.5 of 5 bubbles,28 reviews,$$ - $$$,Italian
Jameson's,4 of 5 bubbles,33 reviews,$$ - $$$,American
Cafe Angelique,4 of 5 bubbles,80 reviews,$$ - $$$,Cafe
Brick Lane Curry House,4 of 5 bubbles,191 reviews,$$ - $$$,Indian
Sammy's Roumanian Steakhouse,4 of 5 bubbles,148 reviews,$$ - $$$,Steakhouse
Barclay Bar & Grill,4 of 5 bubbles,90 reviews,$$ - $$$,American
Ginger's Restaurant,4 of 5 bubbles,149 reviews,$$ - $$$,American
Village Yokocho,4 of 5 bubbles,62 reviews,$$ - $$$,Japanese
Casa,4 of 5 bubbles,64 reviews,$$ - $$$,Latin
Intermezzo,4 of 5 bubbles,117 reviews,$$ - $$$,Italian
McFadden's Restaurant and Saloon,3.5 of 5 bubbles,162 reviews,$$ - $$$,American
Malaysia Grill,4.5 of 5 bubbles,38 reviews,$,Asian
Gracie Mews Restaurant Corporation,4 of 5 bubbles,62 reviews,$$ - $$$,American
Chipotle Mexican Grill,4 of 5 bubbles,101 reviews,$,Mexican
Mee Noodle Shop,4 of 5 bubbles,64 reviews,$,Chinese
Grace's Marketplace,4 of 5 bubbles,43 reviews,$$ - $$$,Italian
Hellskitchen HK,3.5 of 5 bubbles,150 reviews,$$ - $$$,American
Daisy May's BBQ USA,4 of 5 bubbles,275 reviews,$$ - $$$,American
Angelo's on 55th Street,4 of 5 bubbles,80 reviews,$$ - $$$,Italian
Blondies Sports Bar,4 of 5 bubbles,85 reviews,$$ - $$$,American
Bar Jamon,4 of 5 bubbles,58 reviews,$$ - $$$,Spanish
Havana Alma de Cuba,4 of 5 bubbles,146 reviews,$$ - $$$,Latin
Murray's Sturgeon Shop,4.5 of 5 bubbles,23 reviews,$$ - $$$,Delicatessen
Azusa of Japan,4 of 5 bubbles,50 reviews,$$ - $$$,Japanese
Tio Pepe,3.5 of 5 bubbles,74 reviews,$$ - $$$,Spanish
Sushiden Madison Ave,4 of 5 bubbles,61 reviews,$$$$,Japanese
LA Rivista Palatine Restaurant,3.5 of 5 bubbles,152 reviews,$$ - $$$,Italian
Kasbah BBQ & Grill,4 of 5 bubbles,46 reviews,$$ - $$$,American
Wolfgang's Steakhouse - Tribeca,4 of 5 bubbles,264 reviews,$$$$,American
Gabriela's,4 of 5 bubbles,127 reviews,$$ - $$$,Mexican
Red 58,4 of 5 bubbles,97 reviews,$$ - $$$,American
Felix Cafe,3.5 of 5 bubbles,305 reviews,$$ - $$$,French
Ghandi Cafe,4 of 5 bubbles,64 reviews,$$ - $$$,Indian
Robataya NY,4.5 of 5 bubbles,58 reviews,$$ - $$$,Japanese
McAleer's Pub & Restaurant,4 of 5 bubbles,63 reviews,$$ - $$$,American
Skyline Hotel,4 of 5 bubbles,71 reviews,$$ - $$$,American
Nick & Stef's Steakhouse,4 of 5 bubbles,169 reviews,$$$$,American
Arturo's Pizza,4 of 5 bubbles,47 reviews,$$ - $$$,Italian
Pocha 32,4 of 5 bubbles,40 reviews,$$ - $$$,Asian
B. Cafe East,4 of 5 bubbles,64 reviews,$$ - $$$,European
Sigiri,4 of 5 bubbles,49 reviews,$$ - $$$,Indian
Mercury Bar,4 of 5 bubbles,40 reviews,$$ - $$$,American
New Amity Restaurant,4 of 5 bubbles,96 reviews,$$ - $$$,American
Ocha,4 of 5 bubbles,61 reviews,$$ - $$$,Sushi
Sugar Bar,4 of 5 bubbles,44 reviews,$$ - $$$,American
Burrito Loco Restaurant,4 of 5 bubbles,52 reviews,$$ - $$$,Mexican
Trump Tower Bar and Grill,3.5 of 5 bubbles,336 reviews,$$ - $$$,American
Mooncake Foods,4.5 of 5 bubbles,76 reviews,$,Asian
Haru Sushi - Wall Street,4 of 5 bubbles,104 reviews,$$ - $$$,Japanese
TY Bar - Four Seasons New York,4.5 of 5 bubbles,84 reviews,$$$$,American
Zutto,4 of 5 bubbles,65 reviews,$$ - $$$,Japanese
Rumours Pub,4 of 5 bubbles,49 reviews,$$ - $$$,American
El Cantinero,4 of 5 bubbles,59 reviews,$$ - $$$,Mexican
Bennie Thai Cafe,4 of 5 bubbles,46 reviews,$$ - $$$,Asian
Starlight Deli,4 of 5 bubbles,80 reviews,$,American
Cafe Europa - 5th Ave.,4 of 5 bubbles,85 reviews,$,American
Izumi Sushi,4 of 5 bubbles,40 reviews,$$ - $$$,Japanese
Delectica Catering,4.5 of 5 bubbles,34 reviews,$,Cafe
Pier 72,4.5 of 5 bubbles,35 reviews,$,American
Primola,4 of 5 bubbles,107 reviews,$$$$,Italian
Kouzan Japanese Restaurant,4 of 5 bubbles,65 reviews,$$ - $$$,Japanese
Battery Gardens,3.5 of 5 bubbles,242 reviews,$$ - $$$,American
Blue Ginger,4 of 5 bubbles,38 reviews,$$ - $$$,Japanese
Sushi Azabu,4.5 of 5 bubbles,37 reviews,$$$$,Japanese
Mediterraneo,4 of 5 bubbles,94 reviews,$$ - $$$,Italian
Three of Cups,4 of 5 bubbles,57 reviews,$$ - $$$,Italian
Yum Yum 3,4 of 5 bubbles,80 reviews,$$ - $$$,Asian
Zum Schneider Restaurant & Biergarten,4 of 5 bubbles,110 reviews,$$ - $$$,German
Tulcingo Del Valle,4 of 5 bubbles,51 reviews,$$ - $$$,Mexican
Symposium Greek Restaurant,4 of 5 bubbles,46 reviews,$$ - $$$,Mediterranean
Il Postino,3.5 of 5 bubbles,98 reviews,$$$$,Italian
Tajin,4 of 5 bubbles,48 reviews,$,Mexican
Hudson Diner,4 of 5 bubbles,47 reviews,$,American
Luna Restaurant & Pizza,4 of 5 bubbles,145 reviews,$$ - $$$,Italian
Beach Cafe,4 of 5 bubbles,59 reviews,$$ - $$$,American
Chelsea Thai,4 of 5 bubbles,88 reviews,$,Asian
Terroir,4 of 5 bubbles,81 reviews,$$ - $$$,
Lunella Restaurante,3.5 of 5 bubbles,346 reviews,$$ - $$$,Italian
Sacred Chow,4 of 5 bubbles,67 reviews,$$ - $$$,Vegetarian Friendly
James Beard House,4.5 of 5 bubbles,31 reviews,$$$$,American
Afghan Kebab House #1,4 of 5 bubbles,66 reviews,$$ - $$$,Middle Eastern
Hallo Berlin - 10th Ave,3.5 of 5 bubbles,151 reviews,$$ - $$$,German
The Flying Puck,4 of 5 bubbles,154 reviews,$$ - $$$,American
Lobby Lounge,4 of 5 bubbles,188 reviews,$$$$,Chinese
Swagat Indian Cuisine,4 of 5 bubbles,90 reviews,$$ - $$$,Indian
Toledo Restaurant,4 of 5 bubbles,58 reviews,$$$$,Spanish
Kenka,4 of 5 bubbles,76 reviews,$,Japanese
Blossom Du Jour,4.5 of 5 bubbles,36 reviews,$,Fast Food
Barrio 47,4 of 5 bubbles,50 reviews,$$ - $$$,Italian
Haru,4 of 5 bubbles,48 reviews,$$ - $$$,Japanese
Murray's Falafel and Grill,4.5 of 5 bubbles,21 reviews,$,Mediterranean
Eva's,4.5 of 5 bubbles,23 reviews,$$ - $$$,American
Papatzul,4 of 5 bubbles,73 reviews,$$ - $$$,Mexican
Azuri Cafe,4.5 of 5 bubbles,61 reviews,$,Mediterranean
Italianissimo Ristorante,4.5 of 5 bubbles,48 reviews,$$$$,Italian
Piccolo Fiore Ristorante Italiano,4 of 5 bubbles,166 reviews,$$ - $$$,Italian
Kyo Ya,4.5 of 5 bubbles,59 reviews,$$$$,Japanese
Tad's Broiled Steaks,3.5 of 5 bubbles,246 reviews,$,American
Ayurveda Cafe,4.5 of 5 bubbles,57 reviews,$,Indian
Little Thai Kitchen,4 of 5 bubbles,45 reviews,$,Asian
Shopsin's General Store,4 of 5 bubbles,90 reviews,$$ - $$$,American
B. Cafe West,4 of 5 bubbles,75 reviews,$$ - $$$,European
Aleo Restaurant,4 of 5 bubbles,64 reviews,$$ - $$$,Italian
Solo,4.5 of 5 bubbles,32 reviews,$$$$,Italian
Indigo Indian Bistro,4 of 5 bubbles,29 reviews,$$ - $$$,Indian
Pinocchio Ristorante,4.5 of 5 bubbles,57 reviews,$$ - $$$,Italian
East Pacific Pan-Asian Bistro,4 of 5 bubbles,36 reviews,$$ - $$$,Chinese
Earl of Sandwich,4.5 of 5 bubbles,48 reviews,$,American
Mexican Radio,4 of 5 bubbles,75 reviews,$$ - $$$,Mexican
Yuka Restaurant,4 of 5 bubbles,88 reviews,$$ - $$$,Japanese
Central Bar,4.5 of 5 bubbles,18 reviews,$$ - $$$,American
Yakiniku West,4 of 5 bubbles,54 reviews,$$ - $$$,Japanese
Green Cafe,4 of 5 bubbles,60 reviews,$,American
Minar,4 of 5 bubbles,67 reviews,$,Indian
Der Krung Thai Cuisine,4 of 5 bubbles,47 reviews,$$ - $$$,Asian
Ginger's,4 of 5 bubbles,92 reviews,$$ - $$$,Chinese
Red Lion,4 of 5 bubbles,123 reviews,$$ - $$$,American
Indigo Indian Bistro,4 of 5 bubbles,45 reviews,$$ - $$$,Indian
Naya Express,4.5 of 5 bubbles,44 reviews,$,Lebanese
La Pizza Fresca Ristorante,4 of 5 bubbles,68 reviews,$$ - $$$,Italian
Ray's Real Pizza,4 of 5 bubbles,61 reviews,$,Pizza
Seasonal Restaurant and Weinbar,4.5 of 5 bubbles,172 reviews,$$$$,German
Angus' Cafe Bistro,3.5 of 5 bubbles,226 reviews,$$ - $$$,American
Fatty Crab,4 of 5 bubbles,151 reviews,$$ - $$$,Seafood
La Palapa,4 of 5 bubbles,114 reviews,$$ - $$$,Mexican
Cafe Luka,4 of 5 bubbles,74 reviews,$$ - $$$,American
Klong,4 of 5 bubbles,62 reviews,$$ - $$$,Asian
China Chalet Restaurant,3.5 of 5 bubbles,91 reviews,$$ - $$$,Chinese
Quintessence,4.5 of 5 bubbles,49 reviews,$$ - $$$,American
Aroma Kitchen & Winebar,4.5 of 5 bubbles,74 reviews,$$ - $$$,Italian
Gaia,4 of 5 bubbles,57 reviews,$,Italian
VCafe,4.5 of 5 bubbles,30 reviews,$$ - $$$,Asian
Lasagna Ristorante East Side,3.5 of 5 bubbles,112 reviews,$$ - $$$,Italian
Keko Cafe,4 of 5 bubbles,115 reviews,$$ - $$$,Cafe
Gottino,4.5 of 5 bubbles,40 reviews,$$ - $$$,
E.A.T.,3.5 of 5 bubbles,307 reviews,$$ - $$$,American
Arturo's York Ave,4.5 of 5 bubbles,26 reviews,,Italian
Loreley,4 of 5 bubbles,75 reviews,$$ - $$$,German
Cafe Europa - W. 46th St.,4 of 5 bubbles,34 reviews,$,Cafe
Maoz,4.5 of 5 bubbles,40 reviews,$,Fast Food
Parigot,4 of 5 bubbles,156 reviews,$$ - $$$,French
Joes Jr.,4.5 of 5 bubbles,30 reviews,$,American
Mapo Tofu,4 of 5 bubbles,83 reviews,$$ - $$$,Chinese
Grotto Pizzeria and Restaurant,4.5 of 5 bubbles,47 reviews,$,Italian
East End Kitchen,4 of 5 bubbles,73 reviews,$$ - $$$,American
Evergreen on 38,4 of 5 bubbles,63 reviews,$$ - $$$,Chinese
Awash,4 of 5 bubbles,57 reviews,$$ - $$$,African
Jacques Brasserie,4 of 5 bubbles,54 reviews,$$ - $$$,French
Church Lounge @ Tribeca Grand Hotel,4.5 of 5 bubbles,51 reviews,$$ - $$$,American
Grill 21,4 of 5 bubbles,36 reviews,$$ - $$$,Filipino
Afghan Kebab House,4 of 5 bubbles,24 reviews,$$ - $$$,Middle Eastern
Rahman's Kwik Meal,4.5 of 5 bubbles,21 reviews,$,Fast Food
A Cafe New York,4.5 of 5 bubbles,33 reviews,$$ - $$$,French
Jazz @ Lincoln Center,4.5 of 5 bubbles,26 reviews,$$ - $$$,Vegetarian Friendly
Zucchero e Pomodori,4 of 5 bubbles,46 reviews,$$ - $$$,Italian
Talent Thai Kitchen,4.5 of 5 bubbles,45 reviews,$$ - $$$,Asian
Pax Wholesale Foods,4 of 5 bubbles,53 reviews,$,American
ISE Japanese Restaurant,4 of 5 bubbles,73 reviews,$$ - $$$,Japanese
Rothmann's Steakhouse - NYC,4 of 5 bubbles,113 reviews,$$$$,American
Frank's Trattoria,4.5 of 5 bubbles,23 reviews,$$ - $$$,Italian
Joy Curry & Tandoor,4 of 5 bubbles,18 reviews,$,Indian
Mexicue,4 of 5 bubbles,62 reviews,$$ - $$$,Mexican
Twins Irish Pub,4.5 of 5 bubbles,37 reviews,$$ - $$$,American
Eli's Table Restaurant,4 of 5 bubbles,40 reviews,$$ - $$$,American
Quatorze Bis,4 of 5 bubbles,51 reviews,$$ - $$$,French
Pizzeria Uno Chicago - E. 86th,4 of 5 bubbles,31 reviews,$$ - $$$,Italian
71 Irving Place,4.5 of 5 bubbles,42 reviews,$$ - $$$,Cafe
Village 38,4 of 5 bubbles,31 reviews,$,American
Mulberry Project,4.5 of 5 bubbles,39 reviews,$$ - $$$,American
Marchi's Restaurant,4.5 of 5 bubbles,39 reviews,$$ - $$$,Italian
White Horse Tavern,3.5 of 5 bubbles,145 reviews,$$ - $$$,American
PS 450,4 of 5 bubbles,41 reviews,$$ - $$$,American
Star Diner,4 of 5 bubbles,43 reviews,$$ - $$$,American
AnTalia,4 of 5 bubbles,166 reviews,$$ - $$$,Mediterranean
Yerba Buena Perry,4 of 5 bubbles,43 reviews,$$ - $$$,Latin
Estancia 460,4.5 of 5 bubbles,37 reviews,$$ - $$$,Italian
Revel,3.5 of 5 bubbles,160 reviews,$$ - $$$,Italian
Tevere Kosher Cuisine of Rome,4 of 5 bubbles,45 reviews,$$$$,Italian
Blockheads,4 of 5 bubbles,53 reviews,$,Mexican
8th Street Wine Cellar,4.5 of 5 bubbles,24 reviews,$$ - $$$,
Pho Viet Huong,4 of 5 bubbles,68 reviews,$,Asian
Ponty Bistro,4.5 of 5 bubbles,105 reviews,$$ - $$$,French
Moshe's Falafel,4.5 of 5 bubbles,23 reviews,$,Fast Food
Braai,3.5 of 5 bubbles,157 reviews,$$ - $$$,African
Antibes Bistro,4.5 of 5 bubbles,74 reviews,$$ - $$$,French
Gente Ristorante Italiano,4 of 5 bubbles,137 reviews,$$ - $$$,Italian
Luke's Bar and Grill,4 of 5 bubbles,54 reviews,$$ - $$$,American
Miss Mamie's Spoonbread Too,4 of 5 bubbles,87 reviews,$$ - $$$,American
Dive Bar Restaurant,4 of 5 bubbles,54 reviews,$,American
Petaluma,3.5 of 5 bubbles,80 reviews,$$ - $$$,Italian
Lounge Sheraton Tribeca,4 of 5 bubbles,42 reviews,$$ - $$$,
Salam Restaurant,4 of 5 bubbles,26 reviews,$$ - $$$,Mediterranean
Piadina,4 of 5 bubbles,45 reviews,$$ - $$$,Italian
Max Cafe,4 of 5 bubbles,29 reviews,$$ - $$$,Cafe
Defonte's of Brooklyn,4.5 of 5 bubbles,32 reviews,$,American
Heartland Brewery & Beer Hall,4 of 5 bubbles,43 reviews,$$ - $$$,American
B Flat,4.5 of 5 bubbles,21 reviews,$$ - $$$,Japanese
